"Categories1","Categories2","Categories3","Categories4","Categories5","Categories6","Categories7","Categories8","Categories9"
"Longe","TapasBar","American","Bar","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Cban","Cafe","American","Diner","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Mediterranean","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Persian","Mediterranean","Barbeqe","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","Brgers","Cafe","WineBar","BeerBar","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Sops","Bakery","SaladBar","0","0","0","0","0"
"Kosher","Desserts","IceCream","FastFood","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Sops","Chinese","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Mongolian","0","0","0","0","0","0","0","0"
"Desserts","Japanese","IceCream","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"AsianFsion","Seafood","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"IceCream","FastFood","0","0","0","0","0","0","0"
"Greek","Cafe","Mediterranean","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Mediterranean","MiddleEastern","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","Pizza","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Mediterranean","Pizza","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Seafood","Mexican","0","0","0","0","0","0","0"
"Deli","Sops","Bakery","Cafe","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"AsianFsion","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Brgers","Mexican","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","Desserts","Pizza","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Deli","Brgers","American","Cafe","Diner","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Deli","Sops","SaladBar","FastFood","0","0","0","0","0"
"Bar","Bakery","Italian","WineBar","Pizza","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"JiceBar","Cafe","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Bar","WineBar","BeerBar","0","0","0","0","0","0"
"Mediterranean","Italian","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"WineBar","0","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Seafood","American","Mexican","SaladBar","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SportsBar","Bar","Italian","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Seafood","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"DimSm","Chinese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Desserts","Cafe","French","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"DimSm","Chinese","0","0","0","0","0","0","0"
"Deli","American","Cafe","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","Pizza","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"MiddleEastern","Kebab","Trkish","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Deli","Desserts","Cafe","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Bar","Mexican","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","MiddleEastern","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Caribbean","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","BeerBar","0","0","0","0","0","0","0"
"Bar","Steakhose","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Portgese","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Longe","Bar","Diner","Italian","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Indian","MiddleEastern","Bangladeshi","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Bar","Deli","WineBar","Brgers","American","BeerBar","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"Deli","Pizza","Italian","0","0","0","0","0","0"
"Taiwanese","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Polish","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"SportsBar","Bar","0","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"German","Bar","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"Bar","SaladBar","Deli","Sops","WineBar","Cafe","BeerBar","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Deli","Desserts","JiceBar","0","0","0","0","0","0"
"Pizza","Bar","Italian","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Desserts","IceCream","FastFood","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Greek","Persian","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Scottish","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Thai","Malaysian","0","0","0","0","0","0","0"
"German","Seafood","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"LatinAmerican","0","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"WineBar","Cafe","Bar","BeerBar","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","American","FastFood","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","Cafe","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","FastFood","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"WineBar","Cafe","Bar","BeerBar","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","Mexican","Tex-Mex","Barbeqe","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Deli","Brgers","Pizza","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"AsianFsion","Chinese","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Steakhose","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Bar","Cafe","WineBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Sops","Vietnamese","0","0","0","0","0","0","0"
"Desserts","Bakery","FastFood","0","0","0","0","0","0"
"Lebanese","Mediterranean","MiddleEastern","0","0","0","0","0","0"
"HookahBar","Bar","Deli","Longe","American","Cafe","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","Desserts","American","Bakery","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"AsianFsion","Sops","Chinese","Vietnamese","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Brgers","American","Bakery","FastFood","0","0","0","0","0"
"MiddleEastern","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","SaladBar","IceCream","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Deli","SportsBar","Bar","Pizza","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Lebanese","Mediterranean","MiddleEastern","Greek","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"AsianFsion","JiceBar","Cafe","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Korean","SshiBar","Japanese","0","0","0","0","0","0"
"Seafood","Chinese","Cantonese","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Seafood","Steakhose","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"Deli","Diner","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"Seafood","Barbeqe","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"DimSm","Chinese","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Diner","0","0","0","0","0","0","0","0"
"Greek","Mediterranean","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Cafe","Foodtrck","0","0","0","0","0","0","0"
"Brgers","Steakhose","0","0","0","0","0","0","0"
"Donts","0","0","0","0","0","0","0","0"
"Brgers","American","FastFood","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"AsianFsion","SshiBar","Japanese","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"British","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Mediterranean","MiddleEastern","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","Bar","Barbeqe","0","0","0","0","0","0"
"Sops","SaladBar","Eropean","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Bakery","SaladBar","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Desserts","Bakery","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Deli","American","SaladBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"TapasBar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Pizza","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"American","Barbeqe","0","0","0","0","0","0","0"
"Seafood","FastFood","0","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"Colmbian","LatinAmerican","0","0","0","0","0","0","0"
"Cafe","Italian","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"German","WineBar","Bar","BeerBar","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"French","0","0","0","0","0","0","0","0"
"Deli","Sops","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","Bar","Pizza","0","0","0","0","0"
"Diner","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Deli","Bar","0","0","0","0","0","0","0"
"Barbeqe","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"American","FastFood","0","0","0","0","0","0","0"
"Deli","Bar","British","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"American","FastFood","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Mediterranean","French","0","0","0","0","0","0","0"
"Steakhose","American","Mexican","Seafood","0","0","0","0","0"
"Chinese","FastFood","0","0","0","0","0","0","0"
"African","0","0","0","0","0","0","0","0"
"Seafood","Hawaiian","Barbeqe","0","0","0","0","0","0"
"Irish","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Cafe","FastFood","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"IceCream","FastFood","0","0","0","0","0","0","0"
"Bar","Mexican","Tex-Mex","0","0","0","0","0","0"
"German","0","0","0","0","0","0","0","0"
"Bar","American","Mediterranean","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Thai","Vietnamese","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","Brgers","American","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","SaladBar","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Deli","African","0","0","0","0","0","0","0"
"SshiBar","Steakhose","Japanese","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Deli","American","Diner","0","0","0","0","0","0"
"DimSm","Chinese","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"Deli","Diner","0","0","0","0","0","0","0"
"Korean","Barbeqe","0","0","0","0","0","0","0"
"SportsBar","Bar","Pizza","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Desserts","IceCream","0","0","0","0","0","0","0"
"Greek","SaladBar","Pizza","0","0","0","0","0","0"
"AsianFsion","Japanese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Brgers","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"WineBar","Indian","Bar","0","0","0","0","0","0"
"Deli","SaladBar","FastFood","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Mexican","Tex-Mex","FastFood","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SportsBar","Brgers","American","Bar","0","0","0","0","0"
"TapasBar","Bar","Spanish","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"AsianFsion","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"Deli","Greek","Barbeqe","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"AsianFsion","Thai","Chinese","Vietnamese","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Seafood","Japanese","Hawaiian","0","0","0","0","0","0"
"HookahBar","Bar","French","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Deli","Desserts","Bakery","Cafe","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"American","FastFood","Mexican","Tex-Mex","Pizza","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Mexican","FastFood","0","0","0","0","0","0","0"
"Deli","FastFood","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"Barbeqe","Filipino","FastFood","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Deli","Bakery","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"JiceBar","IceCream","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Greek","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Mexican","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"Desserts","IceCream","Foodtrck","0","0","0","0","0","0"
"SaladBar","0","0","0","0","0","0","0","0"
"Seafood","FastFood","0","0","0","0","0","0","0"
"Thai","FastFood","0","0","0","0","0","0","0"
"AsianFsion","Japanese","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Thai","0","0","0","0","0","0","0","0"
"Sops","Italian","0","0","0","0","0","0","0"
"Lebanese","MiddleEastern","0","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Indian","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Brgers","HotDogs","FastFood","0","0","0","0","0","0"
"Bar","Mexican","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Longe","Bar","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Deli","Greek","American","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Cafe","Taiwanese","0","0","0","0","0","0","0"
"Brgers","0","0","0","0","0","0","0","0"
"Deli","American","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Pizza","Italian","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Italian","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"Longe","American","Bar","0","0","0","0","0","0"
"Cafe","0","0","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"Bar","British","0","0","0","0","0","0","0"
"German","Bar","0","0","0","0","0","0","0"
"Deli","Brgers","Steakhose","0","0","0","0","0","0"
"JiceBar","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Brgers","FastFood","0","0","0","0","0","0","0"
"American","Steakhose","British","Barbeqe","0","0","0","0","0"
"Vietnamese","0","0","0","0","0","0","0","0"
"Cafe","SaladBar","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Deli","Pizza","0","0","0","0","0","0","0"
"Japanese","0","0","0","0","0","0","0","0"
"Desserts","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"Italian","Pizza","0","0","0","0","0","0","0"
"WineBar","Bar","BeerBar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"FastFood","0","0","0","0","0","0","0","0"
"Sops","SshiBar","Japanese","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Deli","Greek","0","0","0","0","0","0","0"
"American","Bar","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"Bar","Chinese","Barbeqe","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"Bakery","0","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
"Pizza","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","0","0","0","0","0","0","0"
"American","0","0","0","0","0","0","0","0"
"Korean","0","0","0","0","0","0","0","0"
"HookahBar","Bar","0","0","0","0","0","0","0"
"Thai","Chinese","0","0","0","0","0","0","0"
"Deli","0","0","0","0","0","0","0","0"
"SportsBar","American","Bar","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0"
"SshiBar","Japanese","Chinese","0","0","0","0","0","0"
"IceCream","0","0","0","0","0","0","0","0"
"Brgers","Steakhose","0","0","0","0","0","0","0"
"Brgers","American","Diner","0","0","0","0","0","0"
"Chinese","0","0","0","0","0","0","0","0"
"WineBar","BeerBar","0","0","0","0","0","0","0"
"Bar","0","0","0","0","0","0","0","0"
